,iid,id,gender,partner,pid,match,int_corr,samerace,age_o,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,iid,id,gender,partner,pid,match,int_corr,samerace,age_o,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob
0,105.0,12.0,1.0,14.0,89.0,0.0,-0.22,0.0,27.0,30.0,15.0,20.0,20.0,0.0,5.0,25.0,15.0,20.0,15.0,10.0,15.0,8.0,7.0,9.0,8.0,6.0,1.0,7.0,8.0,9.0,6.0,8.0,5.0,7.0,5.0,89.0,14.0,0.0,12.0,105.0,0.0,-0.22,0.0,25.0,25.0,15.0,20.0,20.0,20.0,0.0,50.0,10.0,10.0,20.0,5.0,5.0,8.0,9.0,8.0,9.0,10.0,0.0,6.0,9.0,9.0,7.0,7.0,5.0,5.0,5.0
0,105.0,12.0,1.0,15.0,90.0,0.0,0.28,0.0,23.0,30.0,15.0,20.0,20.0,0.0,5.0,25.0,15.0,20.0,15.0,10.0,15.0,8.0,7.0,9.0,8.0,6.0,0.0,6.0,7.0,7.0,5.0,6.0,5.0,6.0,3.0,90.0,15.0,0.0,12.0,105.0,0.0,0.28,0.0,25.0,15.0,21.0,18.0,18.0,10.0,18.0,10.0,25.0,15.0,15.0,10.0,25.0,5.0,8.0,5.0,7.0,5.0,0.0,5.0,7.0,6.0,7.0,7.0,6.0,5.0,4.0
0,105.0,12.0,1.0,16.0,91.0,1.0,-0.24,0.0,25.0,30.0,15.0,20.0,20.0,0.0,5.0,25.0,15.0,20.0,15.0,10.0,15.0,8.0,7.0,9.0,8.0,6.0,1.0,8.0,8.0,10.0,9.0,7.0,7.0,8.0,10.0,91.0,16.0,0.0,12.0,105.0,1.0,-0.24,0.0,25.0,15.0,3.0,50.0,20.0,2.0,10.0,65.0,0.0,8.0,20.0,2.0,5.0,6.0,7.0,7.0,9.0,8.0,1.0,7.0,10.0,10.0,10.0,10.0,10.0,0.0,8.0
0,105.0,12.0,1.0,17.0,92.0,1.0,0.03,0.0,29.0,30.0,15.0,20.0,20.0,0.0,5.0,25.0,15.0,20.0,15.0,10.0,15.0,8.0,7.0,9.0,8.0,6.0,1.0,8.0,7.0,8.0,7.0,6.0,6.0,7.0,3.0,92.0,17.0,0.0,12.0,105.0,1.0,0.03,0.0,25.0,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,9.0,10.0,9.0,9.0,9.0,1.0,7.0,8.0,9.0,9.0,8.0,8.0,7.0,6.0
0,105.0,12.0,1.0,18.0,93.0,0.0,-0.36,0.0,29.0,30.0,15.0,20.0,20.0,0.0,5.0,25.0,15.0,20.0,15.0,10.0,15.0,8.0,7.0,9.0,8.0,6.0,1.0,8.0,7.0,8.0,7.0,6.0,5.0,7.0,4.0,93.0,18.0,0.0,12.0,105.0,0.0,-0.36,0.0,25.0,14.0,20.0,18.0,24.0,18.0,6.0,30.0,15.0,15.0,20.0,10.0,10.0,8.0,8.0,8.0,8.0,7.0,0.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0
0,106.0,13.0,1.0,1.0,76.0,0.0,0.06,0.0,34.0,10.0,20.0,35.0,10.0,5.0,20.0,20.0,15.0,20.0,20.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,0.0,8.0,3.0,7.0,8.0,4.0,0.0,3.0,2.0,76.0,1.0,0.0,13.0,106.0,0.0,0.06,0.0,22.0,10.0,10.0,30.0,20.0,10.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,6.0,8.0,4.0,1.0,4.0,8.0,8.0,6.0,6.0,0.0,5.0,5.0
0,106.0,13.0,1.0,2.0,77.0,0.0,-0.11,0.0,22.0,10.0,20.0,35.0,10.0,5.0,20.0,20.0,15.0,20.0,20.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,1.0,7.0,5.0,7.0,6.0,4.0,0.0,8.0,5.0,77.0,2.0,0.0,13.0,106.0,0.0,-0.11,0.0,22.0,15.0,20.0,20.0,20.0,15.0,10.0,40.0,5.0,20.0,20.0,10.0,5.0,6.0,8.0,8.0,8.0,8.0,0.0,5.0,6.0,7.0,5.0,6.0,4.0,4.0,5.0
0,106.0,13.0,1.0,3.0,78.0,1.0,0.09,1.0,23.0,10.0,20.0,35.0,10.0,5.0,20.0,20.0,15.0,20.0,20.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,1.0,10.0,10.0,10.0,8.0,8.0,0.0,8.0,2.0,78.0,3.0,0.0,13.0,106.0,1.0,0.09,1.0,22.0,10.0,25.0,20.0,10.0,20.0,15.0,40.0,5.0,10.0,20.0,10.0,15.0,3.0,10.0,3.0,8.0,8.0,1.0,5.0,9.0,9.0,0.0,0.0,0.0,9.0,1.0
0,106.0,13.0,1.0,4.0,79.0,0.0,0.24,0.0,26.0,10.0,20.0,35.0,10.0,5.0,20.0,20.0,15.0,20.0,20.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,1.0,8.0,10.0,10.0,6.0,9.0,8.0,9.0,2.0,79.0,4.0,0.0,13.0,106.0,0.0,0.24,0.0,22.0,10.0,20.0,15.0,20.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,20.0,7.0,9.0,8.0,7.0,7.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
0,106.0,13.0,1.0,5.0,80.0,0.0,0.05,0.0,27.0,10.0,20.0,35.0,10.0,5.0,20.0,20.0,15.0,20.0,20.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,0.0,8.0,10.0,7.0,3.0,10.0,4.0,5.0,3.0,80.0,5.0,0.0,13.0,106.0,0.0,0.05,0.0,22.0,10.0,20.0,20.0,10.0,20.0,20.0,25.0,20.0,10.0,20.0,10.0,15.0,8.0,8.0,8.0,8.0,8.0,0.0,7.0,9.0,8.0,8.0,8.0,0.0,7.0,6.0
0,106.0,13.0,1.0,6.0,81.0,0.0,0.09,0.0,28.0,10.0,20.0,35.0,10.0,5.0,20.0,20.0,15.0,20.0,20.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,0.0,9.0,5.0,6.0,3.0,10.0,9.0,3.0,7.0,81.0,6.0,0.0,13.0,106.0,0.0,0.09,0.0,22.0,10.0,10.0,20.0,20.0,20.0,20.0,40.0,5.0,15.0,20.0,10.0,10.0,8.0,7.0,8.0,7.0,7.0,0.0,4.0,9.0,8.0,9.0,8.0,3.0,7.0,2.0
0,106.0,13.0,1.0,7.0,82.0,0.0,0.04,0.0,25.0,10.0,20.0,35.0,10.0,5.0,20.0,20.0,15.0,20.0,20.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,0.0,6.0,10.0,5.0,5.0,3.0,0.0,6.0,6.0,82.0,7.0,0.0,13.0,106.0,0.0,0.04,0.0,22.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,15.0,20.0,20.0,5.0,10.0,8.0,9.0,8.0,8.0,7.0,0.0,5.0,10.0,9.0,8.0,9.0,7.0,8.0,8.0
0,106.0,13.0,1.0,8.0,83.0,0.0,0.17,1.0,35.0,10.0,20.0,35.0,10.0,5.0,20.0,20.0,15.0,20.0,20.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,83.0,8.0,0.0,13.0,106.0,0.0,0.17,1.0,22.0,10.0,32.0,20.0,12.0,11.0,15.0,15.0,25.0,10.0,15.0,10.0,25.0,5.0,9.0,9.0,5.0,5.0,0.0,5.0,8.0,8.0,8.0,8.0,8.0,4.0,3.0
0,106.0,13.0,1.0,9.0,84.0,0.0,-0.06,1.0,32.0,10.0,20.0,35.0,10.0,5.0,20.0,20.0,15.0,20.0,20.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,1.0,10.0,10.0,10.0,8.0,8.0,8.0,10.0,6.0,84.0,9.0,0.0,13.0,106.0,0.0,-0.06,1.0,22.0,30.0,30.0,30.0,5.0,0.0,5.0,50.0,5.0,5.0,20.0,0.0,20.0,7.0,9.0,7.0,8.0,5.0,0.0,4.0,6.0,8.0,6.0,5.0,5.0,5.0,4.0
0,106.0,13.0,1.0,10.0,85.0,0.0,0.44,0.0,30.0,10.0,20.0,35.0,10.0,5.0,20.0,20.0,15.0,20.0,20.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,0.0,6.0,10.0,6.0,3.0,6.0,0.0,4.0,5.0,85.0,10.0,0.0,13.0,106.0,0.0,0.44,0.0,22.0,20.0,25.0,15.0,15.0,15.0,10.0,25.0,15.0,15.0,25.0,10.0,10.0,7.0,9.0,9.0,8.0,9.0,0.0,6.0,8.0,7.0,6.0,8.0,2.0,6.0,5.0
0,106.0,13.0,1.0,11.0,86.0,0.0,0.21,0.0,22.0,10.0,20.0,35.0,10.0,5.0,20.0,20.0,15.0,20.0,20.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,0.0,8.0,6.0,7.0,8.0,9.0,1.0,7.0,6.0,86.0,11.0,0.0,13.0,106.0,0.0,0.21,0.0,22.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,1.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0
0,106.0,13.0,1.0,12.0,87.0,0.0,-0.26,0.0,23.0,10.0,20.0,35.0,10.0,5.0,20.0,20.0,15.0,20.0,20.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,0.0,7.0,3.0,6.0,8.0,4.0,0.0,5.0,2.0,87.0,12.0,0.0,13.0,106.0,0.0,-0.26,0.0,22.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,0.0,2.0,4.0,5.0,4.0,7.0,3.0,1.0,6.0
0,106.0,13.0,1.0,13.0,88.0,0.0,0.18,0.0,23.0,10.0,20.0,35.0,10.0,5.0,20.0,20.0,15.0,20.0,20.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,1.0,8.0,10.0,8.0,8.0,6.0,5.0,7.0,3.0,88.0,13.0,0.0,13.0,106.0,0.0,0.18,0.0,22.0,15.0,15.0,20.0,15.0,20.0,15.0,15.0,15.0,20.0,15.0,20.0,15.0,9.0,9.0,9.0,9.0,9.0,0.0,2.0,10.0,10.0,2.0,2.0,3.0,7.0,2.0
0,106.0,13.0,1.0,14.0,89.0,0.0,0.38,0.0,27.0,10.0,20.0,35.0,10.0,5.0,20.0,20.0,15.0,20.0,20.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,1.0,8.0,8.0,8.0,8.0,10.0,0.0,8.0,5.0,89.0,14.0,0.0,13.0,106.0,0.0,0.38,0.0,22.0,25.0,15.0,20.0,20.0,20.0,0.0,50.0,10.0,10.0,20.0,5.0,5.0,8.0,9.0,8.0,9.0,10.0,0.0,8.0,10.0,10.0,9.0,10.0,5.0,9.0,5.0
0,106.0,13.0,1.0,15.0,90.0,0.0,0.1,0.0,23.0,10.0,20.0,35.0,10.0,5.0,20.0,20.0,15.0,20.0,20.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,0.0,6.0,10.0,8.0,3.0,0.0,4.0,7.0,7.0,90.0,15.0,0.0,13.0,106.0,0.0,0.1,0.0,22.0,15.0,21.0,18.0,18.0,10.0,18.0,10.0,25.0,15.0,15.0,10.0,25.0,5.0,8.0,5.0,7.0,5.0,1.0,6.0,7.0,7.0,8.0,7.0,5.0,6.0,3.0
0,106.0,13.0,1.0,16.0,91.0,1.0,0.31,0.0,25.0,10.0,20.0,35.0,10.0,5.0,20.0,20.0,15.0,20.0,20.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,91.0,16.0,0.0,13.0,106.0,1.0,0.31,0.0,22.0,15.0,3.0,50.0,20.0,2.0,10.0,65.0,0.0,8.0,20.0,2.0,5.0,6.0,7.0,7.0,9.0,8.0,1.0,5.0,7.0,8.0,7.0,7.0,0.0,8.0,5.0
0,106.0,13.0,1.0,17.0,92.0,0.0,0.06,0.0,29.0,10.0,20.0,35.0,10.0,5.0,20.0,20.0,15.0,20.0,20.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,0.0,6.0,10.0,4.0,4.0,6.0,0.0,2.0,1.0,92.0,17.0,0.0,13.0,106.0,0.0,0.06,0.0,22.0,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,9.0,10.0,9.0,9.0,9.0,0.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0
0,106.0,13.0,1.0,18.0,93.0,0.0,0.37,0.0,29.0,10.0,20.0,35.0,10.0,5.0,20.0,20.0,15.0,20.0,20.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,1.0,9.0,10.0,10.0,8.0,8.0,8.0,10.0,6.0,93.0,18.0,0.0,13.0,106.0,0.0,0.37,0.0,22.0,14.0,20.0,18.0,24.0,18.0,6.0,30.0,15.0,15.0,20.0,10.0,10.0,8.0,8.0,8.0,8.0,7.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
0,107.0,14.0,1.0,1.0,76.0,1.0,0.36,1.0,34.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,76.0,1.0,0.0,14.0,107.0,1.0,0.36,1.0,21.0,10.0,10.0,30.0,20.0,10.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,6.0,8.0,4.0,1.0,8.0,6.0,7.0,10.0,0.0,8.0,10.0,5.0
0,107.0,14.0,1.0,2.0,77.0,1.0,0.63,1.0,22.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,6.0,8.0,8.0,8.0,9.0,7.0,6.5,7.0,77.0,2.0,0.0,14.0,107.0,1.0,0.63,1.0,21.0,15.0,20.0,20.0,20.0,15.0,10.0,40.0,5.0,20.0,20.0,10.0,5.0,6.0,8.0,8.0,8.0,8.0,1.0,9.0,9.0,9.0,10.0,9.0,10.0,10.0,7.0
0,107.0,14.0,1.0,3.0,78.0,1.0,0.65,0.0,23.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,6.5,7.0,6.5,5.0,5.0,5.0,5.5,5.0,78.0,3.0,0.0,14.0,107.0,1.0,0.65,0.0,21.0,10.0,25.0,20.0,10.0,20.0,15.0,40.0,5.0,10.0,20.0,10.0,15.0,3.0,10.0,3.0,8.0,8.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,1.0
0,107.0,14.0,1.0,4.0,79.0,1.0,0.52,0.0,26.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,6.0,8.0,9.0,7.0,6.0,5.0,6.0,5.0,79.0,4.0,0.0,14.0,107.0,1.0,0.52,0.0,21.0,10.0,20.0,15.0,20.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,20.0,7.0,9.0,8.0,7.0,7.0,1.0,5.0,7.0,7.0,7.0,5.0,6.0,6.0,5.0
0,107.0,14.0,1.0,5.0,80.0,0.0,0.07,0.0,27.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,0.0,6.0,8.0,8.0,5.5,6.0,2.0,5.0,6.5,80.0,5.0,0.0,14.0,107.0,0.0,0.07,0.0,21.0,10.0,20.0,20.0,10.0,20.0,20.0,25.0,20.0,10.0,20.0,10.0,15.0,8.0,8.0,8.0,8.0,8.0,0.0,6.0,9.0,8.0,8.0,9.0,8.0,7.0,9.0
0,107.0,14.0,1.0,6.0,81.0,0.0,0.51,1.0,28.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,7.0,81.0,6.0,0.0,14.0,107.0,0.0,0.51,1.0,21.0,10.0,10.0,20.0,20.0,20.0,20.0,40.0,5.0,15.0,20.0,10.0,10.0,8.0,7.0,8.0,7.0,7.0,0.0,2.0,7.0,6.0,8.0,6.0,4.0,8.0,10.0
0,107.0,14.0,1.0,7.0,82.0,1.0,0.71,0.0,25.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,8.0,8.0,8.0,8.0,7.0,7.5,8.5,6.5,82.0,7.0,0.0,14.0,107.0,1.0,0.71,0.0,21.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,15.0,20.0,20.0,5.0,10.0,8.0,9.0,8.0,8.0,7.0,1.0,7.0,10.0,9.0,10.0,8.0,9.0,10.0,8.0
0,107.0,14.0,1.0,8.0,83.0,1.0,0.72,0.0,35.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,9.0,10.0,9.0,8.0,7.0,6.5,8.0,9.0,83.0,8.0,0.0,14.0,107.0,1.0,0.72,0.0,21.0,10.0,32.0,20.0,12.0,11.0,15.0,15.0,25.0,10.0,15.0,10.0,25.0,5.0,9.0,9.0,5.0,5.0,1.0,8.0,8.0,8.0,7.0,5.0,8.0,4.0,3.0
0,107.0,14.0,1.0,9.0,84.0,0.0,0.71,0.0,32.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,0.0,7.0,7.0,8.5,6.5,9.0,4.0,5.0,3.0,84.0,9.0,0.0,14.0,107.0,0.0,0.71,0.0,21.0,30.0,30.0,30.0,5.0,0.0,5.0,50.0,5.0,5.0,20.0,0.0,20.0,7.0,9.0,7.0,8.0,5.0,0.0,4.0,8.0,8.0,5.0,7.0,6.0,7.0,7.0
0,107.0,14.0,1.0,10.0,85.0,1.0,0.56,1.0,30.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,8.0,8.0,7.0,8.0,6.0,8.0,7.0,6.0,85.0,10.0,0.0,14.0,107.0,1.0,0.56,1.0,21.0,20.0,25.0,15.0,15.0,15.0,10.0,25.0,15.0,15.0,25.0,10.0,10.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0
0,107.0,14.0,1.0,11.0,86.0,1.0,0.52,1.0,22.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,86.0,11.0,0.0,14.0,107.0,1.0,0.52,1.0,21.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,1.0,10.0,7.0,7.0,6.0,6.0,8.0,5.0,2.0
0,107.0,14.0,1.0,12.0,87.0,1.0,0.72,1.0,23.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,8.5,8.0,8.0,87.0,12.0,0.0,14.0,107.0,1.0,0.72,1.0,21.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,1.0,8.0,10.0,8.0,9.0,8.0,8.0,8.0,8.0
0,107.0,14.0,1.0,13.0,88.0,0.0,0.18,1.0,23.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,88.0,13.0,0.0,14.0,107.0,0.0,0.18,1.0,21.0,15.0,15.0,20.0,15.0,20.0,15.0,15.0,15.0,20.0,15.0,20.0,15.0,9.0,9.0,9.0,9.0,9.0,0.0,3.0,10.0,10.0,10.0,10.0,6.0,7.0,8.0
0,107.0,14.0,1.0,14.0,89.0,0.0,0.58,1.0,27.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,0.0,8.0,7.0,9.0,6.0,9.0,4.0,7.0,6.0,89.0,14.0,0.0,14.0,107.0,0.0,0.58,1.0,21.0,25.0,15.0,20.0,20.0,20.0,0.0,50.0,10.0,10.0,20.0,5.0,5.0,8.0,9.0,8.0,9.0,10.0,0.0,9.0,9.0,10.0,10.0,7.0,6.0,8.0,5.0
0,107.0,14.0,1.0,15.0,90.0,0.0,0.23,0.0,23.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,0.0,7.0,8.0,8.0,6.0,6.0,2.0,4.0,4.0,90.0,15.0,0.0,14.0,107.0,0.0,0.23,0.0,21.0,15.0,21.0,18.0,18.0,10.0,18.0,10.0,25.0,15.0,15.0,10.0,25.0,5.0,8.0,5.0,7.0,5.0,1.0,6.0,7.0,8.0,7.0,8.0,6.0,6.0,0.0
0,107.0,14.0,1.0,16.0,91.0,1.0,0.42,0.0,25.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,8.0,9.0,8.0,8.0,8.0,7.0,9.0,9.0,91.0,16.0,0.0,14.0,107.0,1.0,0.42,0.0,21.0,15.0,3.0,50.0,20.0,2.0,10.0,65.0,0.0,8.0,20.0,2.0,5.0,6.0,7.0,7.0,9.0,8.0,1.0,8.0,7.0,8.0,8.0,0.0,0.0,8.0,5.0
0,107.0,14.0,1.0,17.0,92.0,1.0,0.8,1.0,29.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,6.0,92.0,17.0,0.0,14.0,107.0,1.0,0.8,1.0,21.0,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,9.0,10.0,9.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,9.0,9.0,8.0,8.0
0,107.0,14.0,1.0,18.0,93.0,0.0,0.23,1.0,29.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,1.0,7.5,8.5,9.0,9.5,9.5,9.0,8.0,6.5,93.0,18.0,0.0,14.0,107.0,0.0,0.23,1.0,21.0,14.0,20.0,18.0,24.0,18.0,6.0,30.0,15.0,15.0,20.0,10.0,10.0,8.0,8.0,8.0,8.0,7.0,0.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0
0,108.0,15.0,1.0,1.0,76.0,0.0,0.32,1.0,34.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,0.0,7.0,7.0,8.0,7.0,5.0,8.0,6.0,5.0,76.0,1.0,0.0,15.0,108.0,0.0,0.32,1.0,24.0,10.0,10.0,30.0,20.0,10.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,6.0,8.0,4.0,1.0,5.0,5.0,5.0,5.0,8.0,8.0,5.0,5.0
0,108.0,15.0,1.0,2.0,77.0,0.0,0.41,1.0,22.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,0.0,9.0,6.0,7.0,6.0,5.0,3.0,5.0,2.0,77.0,2.0,0.0,15.0,108.0,0.0,0.41,1.0,24.0,15.0,20.0,20.0,20.0,15.0,10.0,40.0,5.0,20.0,20.0,10.0,5.0,6.0,8.0,8.0,8.0,8.0,1.0,9.0,7.0,7.0,9.0,6.0,5.0,8.0,6.0
0,108.0,15.0,1.0,3.0,78.0,0.0,0.51,0.0,23.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,0.0,7.0,7.0,5.0,5.0,4.0,3.0,5.0,3.0,78.0,3.0,0.0,15.0,108.0,0.0,0.51,0.0,24.0,10.0,25.0,20.0,10.0,20.0,15.0,40.0,5.0,10.0,20.0,10.0,15.0,3.0,10.0,3.0,8.0,8.0,0.0,7.0,4.0,7.0,2.0,2.0,2.0,5.0,1.0
0,108.0,15.0,1.0,4.0,79.0,1.0,0.6,0.0,26.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,1.0,7.0,8.0,7.0,7.0,4.0,7.0,7.0,5.0,79.0,4.0,0.0,15.0,108.0,1.0,0.6,0.0,24.0,10.0,20.0,15.0,20.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,20.0,7.0,9.0,8.0,7.0,7.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0
0,108.0,15.0,1.0,5.0,80.0,0.0,0.31,0.0,27.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,0.0,6.0,8.0,8.0,7.0,6.0,2.0,6.0,6.0,80.0,5.0,0.0,15.0,108.0,0.0,0.31,0.0,24.0,10.0,20.0,20.0,10.0,20.0,20.0,25.0,20.0,10.0,20.0,10.0,15.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
0,108.0,15.0,1.0,6.0,81.0,1.0,0.55,1.0,28.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,1.0,8.0,7.0,6.0,7.0,6.0,6.0,7.0,5.0,81.0,6.0,0.0,15.0,108.0,1.0,0.55,1.0,24.0,10.0,10.0,20.0,20.0,20.0,20.0,40.0,5.0,15.0,20.0,10.0,10.0,8.0,7.0,8.0,7.0,7.0,1.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,9.0
0,108.0,15.0,1.0,7.0,82.0,0.0,0.56,0.0,25.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,0.0,6.0,7.0,6.0,7.0,5.0,4.0,6.0,4.0,82.0,7.0,0.0,15.0,108.0,0.0,0.56,0.0,24.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,15.0,20.0,20.0,5.0,10.0,8.0,9.0,8.0,8.0,7.0,1.0,7.0,10.0,10.0,10.0,8.0,10.0,8.0,8.0
