iid,id,gender,partner,pid,match,int_corr,samerace,age_o,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob
101,8,1,6,81,0,0.04,0,28,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9,1,8,8,7,7,0,0,7,5
101,8,1,7,82,0,0.19,0,25,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9,1,9,8,8,9,7,8,9,6
101,8,1,8,83,0,0.17,0,35,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9,1,8,8,8,7,0,6,8,6
101,8,1,9,84,0,0.17,0,32,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9,1,8,9,8,7,0,6,8,5
101,8,1,10,85,0,0.18,0,30,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9,1,7,7,7,8,0,7,7,6
101,8,1,11,86,0,-0.13,0,22,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9,1,9,8,8,9,0,6,9,6
101,8,1,12,87,0,-0.16,0,23,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9,0,8,6,6,6,0,0,6,3
101,8,1,13,88,0,-0.46,0,23,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9,0,8,8,8,7,0,0,7,4
101,8,1,14,89,0,0.31,0,27,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9,0,8,9,9,6,9,2,6,2
101,8,1,15,90,0,0.08,1,23,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9,1,6,9,9,6,8,6,6,5
101,8,1,16,91,0,-0.19,0,25,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9,1,8,7,7,8,0,0,8,6
101,8,1,17,92,0,0.16,0,29,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9,1,9,8,8,7,0,0,8,5
101,8,1,18,93,0,0.05,0,29,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9,1,9,8,8,8,0,7,9,6
102,9,1,1,76,0,0.02,1,34,30,10,30,20,10,0,10,30,20,30,10,0,8,5,7,10,9,1,5,7,8,10,6,9,8,8
102,9,1,2,77,0,0,1,22,30,10,30,20,10,0,10,30,20,30,10,0,8,5,7,10,9,0,4,5,6,6,6,6,5,6
102,9,1,3,78,0,0.07,0,23,30,10,30,20,10,0,10,30,20,30,10,0,8,5,7,10,9,0,5,5,6,3,6,5,5,5
102,9,1,4,79,0,-0.15,0,26,30,10,30,20,10,0,10,30,20,30,10,0,8,5,7,10,9,0,4,4,4,4,6,3,4,4
102,9,1,5,80,1,0.06,0,27,30,10,30,20,10,0,10,30,20,30,10,0,8,5,7,10,9,1,10,9,8,7,7,10,10,5
102,9,1,6,81,0,0.11,1,28,30,10,30,20,10,0,10,30,20,30,10,0,8,5,7,10,9,1,10,9,7,8,8,9,9,5
102,9,1,7,82,0,-0.01,0,25,30,10,30,20,10,0,10,30,20,30,10,0,8,5,7,10,9,1,6,5,8,9,8,5,7,7
102,9,1,8,83,0,-0.18,0,35,30,10,30,20,10,0,10,30,20,30,10,0,8,5,7,10,9,1,10,9,8,8,5,6,9,8
102,9,1,9,84,0,0.1,0,32,30,10,30,20,10,0,10,30,20,30,10,0,8,5,7,10,9,1,9,8,7,5,5,4,7,8
102,9,1,10,85,0,-0.08,1,30,30,10,30,20,10,0,10,30,20,30,10,0,8,5,7,10,9,0,5,6,7,2,7,3,4,6
102,9,1,11,86,0,-0.28,1,22,30,10,30,20,10,0,10,30,20,30,10,0,8,5,7,10,9,1,6,8,8,8,8,5,7,7
102,9,1,12,87,0,0.42,1,23,30,10,30,20,10,0,10,30,20,30,10,0,8,5,7,10,9,1,8,6,6,7,4,3,7,4
102,9,1,13,88,0,0.26,1,23,30,10,30,20,10,0,10,30,20,30,10,0,8,5,7,10,9,0,5,5,6,6,7,5,5,6
102,9,1,14,89,0,-0.35,1,27,30,10,30,20,10,0,10,30,20,30,10,0,8,5,7,10,9,0,3,7,7,1,3,2,3,5
102,9,1,15,90,0,0.22,0,23,30,10,30,20,10,0,10,30,20,30,10,0,8,5,7,10,9,0,3,7,7,2,2,2,4,5
102,9,1,16,91,0,-0.21,0,25,30,10,30,20,10,0,10,30,20,30,10,0,8,5,7,10,9,1,7,7,8,8,10,7,8,7
102,9,1,17,92,0,0.12,1,29,30,10,30,20,10,0,10,30,20,30,10,0,8,5,7,10,9,1,7,8,8,6,8,7,7,7
102,9,1,18,93,0,-0.15,1,29,30,10,30,20,10,0,10,30,20,30,10,0,8,5,7,10,9,1,7,7,7,6,6,5,6,6
103,10,1,1,76,0,-0.05,1,34,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,6,8,9,7,7,7,7,5
103,10,1,2,77,0,0.15,1,22,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,6,7,7,7,7,5,6,4
103,10,1,3,78,0,0.21,0,23,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,6,7,6,6,6,6,6,4
103,10,1,4,79,0,-0.18,0,26,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,5,7,8,6,7,6,6,5
103,10,1,5,80,0,0.38,0,27,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,7,8,8,6,7,6,6,5
103,10,1,6,81,0,0.2,1,28,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,1,8,8,8,8,8,8,8,7
103,10,1,7,82,0,0.06,0,25,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,6,7,6,6,6,3,5,4
103,10,1,8,83,0,0,0,35,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,1,8,8,8,8,8,8,7,6
103,10,1,9,84,0,0.1,0,32,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,7,7,9,8,8,7,7,5
103,10,1,10,85,0,0.12,1,30,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,6,7,8,8,7,7,7,5
103,10,1,11,86,0,0.13,1,22,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,6,7,7,7,7,6,7,5
103,10,1,12,87,0,0.62,1,23,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,1,8,7,7,7,7,8,8,7
103,10,1,13,88,0,0.34,1,23,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,7,6,7,6,7,6,7,5
103,10,1,14,89,0,-0.19,1,27,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,1,8,7,8,7,8,5,7,6
103,10,1,15,90,0,-0.05,0,23,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,6,7,8,5,5,5,5,3
103,10,1,16,91,1,0.12,0,25,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,1,8,8,8,8,8,8,8,6
103,10,1,17,92,0,0.2,1,29,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,6,6,6,6,6,6,6,3
103,10,1,18,93,0,-0.06,1,29,40,5,20,10,10,15,40,5,10,20,15,10,8,8,8,9,9,0,6,7,7,8,7,6,7,5
104,11,1,1,76,0,0.19,1,34,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,0,6,8,7,6,6,5,6,5
104,11,1,2,77,0,0.63,1,22,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,0,6,6,6,6,6,7,7,4
104,11,1,3,78,0,0.59,0,23,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,0,6,8,6,6,4,4,5,2
104,11,1,4,79,1,0.42,0,26,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,1,6,8,7,7,7,4,8,6
104,11,1,5,80,0,-0.12,0,27,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,0,6,9,8,6,7,4,8,5
104,11,1,6,81,1,0.53,1,28,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,1,8,6,7,7,7,6,8,4
104,11,1,7,82,0,0.52,0,25,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,1,7,8,7,8,6,5,7,7
104,11,1,8,83,0,0.51,0,35,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,1,7,6,6,7,7,5,7,5
104,11,1,9,84,0,0.68,0,32,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,0,6,6,6,6,6,5,6,4
104,11,1,10,85,0,0.56,1,30,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,0,6,8,6,6,5,5,6,2
104,11,1,11,86,1,0.14,1,22,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,1,7,7,7,8,7,6,7,7
104,11,1,12,87,0,0.59,1,23,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,0,7,6,6,6,6,5,6,4
104,11,1,13,88,0,0.08,1,23,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,0,6,6,6,6,6,5,6,3
104,11,1,14,89,1,0.56,1,27,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,1,7,7,7,6,7,6,7,7
104,11,1,15,90,0,0.05,0,23,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,0,10,10,10,10,10,10,10,1
104,11,1,16,91,0,0.33,0,25,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,0,8,7,7,6,8,6,7,5
104,11,1,17,92,0,0.8,1,29,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,1,9,8,6,6,6,6,7,5
104,11,1,18,93,1,0.45,1,29,20,15,25,15,20,5,15,20,20,20,15,10,9,8,7,9,9,1,7,8,6,8,6,6,7,5
105,12,1,1,76,1,0.02,0,34,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,7,7,8,9,8,7,7,4
105,12,1,2,77,1,-0.28,0,22,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,8,7,8,8,7,7,7,3
105,12,1,3,78,0,-0.2,0,23,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,0,5,8,8,6,4,6,5,2
105,12,1,4,79,0,0.03,0,26,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,0,5,9,8,9,5,6,5,2
105,12,1,5,80,1,0.31,0,27,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,6,9,9,6,5,7,5,1
105,12,1,6,81,0,-0.02,0,28,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,8,7,9,8,10,5,7,1
105,12,1,7,82,1,-0.08,0,25,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,8,7,7,6,7,6,7,4
105,12,1,8,83,0,0.09,0,35,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,8,9,8,7,5,8,6,3
105,12,1,9,84,1,0.17,0,32,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,7,9,9,8,7,9,6,4
105,12,1,10,85,0,-0.14,0,30,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,7,7,8,7,6,7,6,4
105,12,1,11,86,1,-0.06,0,22,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,8,8,8,8,7,6,7,5
105,12,1,12,87,0,0.27,0,23,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,8,7,7,6,7,5,7,1
105,12,1,13,88,0,0.15,0,23,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,7,8,8,8,7,7,7,5
105,12,1,14,89,0,-0.22,0,27,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,7,8,9,6,8,5,7,5
105,12,1,15,90,0,0.28,0,23,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,0,6,7,7,5,6,5,6,3
105,12,1,16,91,1,-0.24,0,25,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,8,8,10,9,7,7,8,10
105,12,1,17,92,1,0.03,0,29,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,8,7,8,7,6,6,7,3
105,12,1,18,93,0,-0.36,0,29,30,15,20,20,0,5,25,15,20,15,10,15,8,7,9,8,6,1,8,7,8,7,6,5,7,4
106,13,1,1,76,0,0.06,0,34,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,0,8,3,7,8,4,0,3,2
106,13,1,2,77,0,-0.11,0,22,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,1,7,5,7,6,4,0,8,5
106,13,1,3,78,1,0.09,1,23,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,1,10,10,10,8,8,0,8,2
106,13,1,4,79,0,0.24,0,26,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,1,8,10,10,6,9,8,9,2
106,13,1,5,80,0,0.05,0,27,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,0,8,10,7,3,10,4,5,3
106,13,1,6,81,0,0.09,0,28,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,0,9,5,6,3,10,9,3,7
106,13,1,7,82,0,0.04,0,25,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,0,6,10,5,5,3,0,6,6
106,13,1,8,83,0,0.17,1,35,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,1,10,10,10,10,10,10,10,7
106,13,1,9,84,0,-0.06,1,32,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,1,10,10,10,8,8,8,10,6
106,13,1,10,85,0,0.44,0,30,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,0,6,10,6,3,6,0,4,5
106,13,1,11,86,0,0.21,0,22,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,0,8,6,7,8,9,1,7,6
106,13,1,12,87,0,-0.26,0,23,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,0,7,3,6,8,4,0,5,2
106,13,1,13,88,0,0.18,0,23,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,1,8,10,8,8,6,5,7,3
106,13,1,14,89,0,0.38,0,27,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,1,8,8,8,8,10,0,8,5
106,13,1,15,90,0,0.1,0,23,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,0,6,10,8,3,0,4,7,7
106,13,1,16,91,1,0.31,0,25,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,1,10,10,10,10,10,10,10,6
106,13,1,17,92,0,0.06,0,29,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,0,6,10,4,4,6,0,2,1
106,13,1,18,93,0,0.37,0,29,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,1,9,10,10,8,8,8,10,6
107,14,1,1,76,1,0.36,1,34,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,1,9,9,9,9,9,9,9,9
107,14,1,2,77,1,0.63,1,22,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,1,6,8,8,8,9,7,6.5,7
107,14,1,3,78,1,0.65,0,23,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,1,6.5,7,6.5,5,5,5,5.5,5
107,14,1,4,79,1,0.52,0,26,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,1,6,8,9,7,6,5,6,5
107,14,1,5,80,0,0.07,0,27,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,0,6,8,8,5.5,6,2,5,6.5
107,14,1,6,81,0,0.51,1,28,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,1,10,9,9,9,9,8,9,7
107,14,1,7,82,1,0.71,0,25,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,1,8,8,8,8,7,7.5,8.5,6.5
107,14,1,8,83,1,0.72,0,35,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,1,9,10,9,8,7,6.5,8,9
107,14,1,9,84,0,0.71,0,32,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,0,7,7,8.5,6.5,9,4,5,3
107,14,1,10,85,1,0.56,1,30,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,1,8,8,7,8,6,8,7,6
107,14,1,11,86,1,0.52,1,22,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,1,8,8,8,7,8,8,8,8
107,14,1,12,87,1,0.72,1,23,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,1,9,9,9,9,9,8.5,8,8
107,14,1,13,88,0,0.18,1,23,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,1,9,9,9,9,9,9,8,8
107,14,1,14,89,0,0.58,1,27,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,0,8,7,9,6,9,4,7,6
107,14,1,15,90,0,0.23,0,23,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,0,7,8,8,6,6,2,4,4
107,14,1,16,91,1,0.42,0,25,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,1,8,9,8,8,8,7,9,9
107,14,1,17,92,1,0.8,1,29,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,1,9,9,9,9,9,8,8,6
107,14,1,18,93,0,0.23,1,29,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,1,7.5,8.5,9,9.5,9.5,9,8,6.5
108,15,1,1,76,0,0.32,1,34,10,20,35,20,0,15,25,25,15,15,10,10,4,8,3,7,2,0,7,7,8,7,5,8,6,5
108,15,1,2,77,0,0.41,1,22,10,20,35,20,0,15,25,25,15,15,10,10,4,8,3,7,2,0,9,6,7,6,5,3,5,2
108,15,1,3,78,0,0.51,0,23,10,20,35,20,0,15,25,25,15,15,10,10,4,8,3,7,2,0,7,7,5,5,4,3,5,3
108,15,1,4,79,1,0.6,0,26,10,20,35,20,0,15,25,25,15,15,10,10,4,8,3,7,2,1,7,8,7,7,4,7,7,5
108,15,1,5,80,0,0.31,0,27,10,20,35,20,0,15,25,25,15,15,10,10,4,8,3,7,2,0,6,8,8,7,6,2,6,6
108,15,1,6,81,1,0.55,1,28,10,20,35,20,0,15,25,25,15,15,10,10,4,8,3,7,2,1,8,7,6,7,6,6,7,5
108,15,1,7,82,0,0.56,0,25,10,20,35,20,0,15,25,25,15,15,10,10,4,8,3,7,2,0,6,7,6,7,5,4,6,4
108,15,1,8,83,0,0.83,0,35,10,20,35,20,0,15,25,25,15,15,10,10,4,8,3,7,2,0,6,7,5,7,6,4,6,5
108,15,1,9,84,1,0.76,0,32,10,20,35,20,0,15,25,25,15,15,10,10,4,8,3,7,2,1,7,8,9,8,8,5,7,5
108,15,1,10,85,0,0.33,1,30,10,20,35,20,0,15,25,25,15,15,10,10,4,8,3,7,2,0,7,7,6,5,4,3,5,3
108,15,1,11,86,1,0.44,1,22,10,20,35,20,0,15,25,25,15,15,10,10,4,8,3,7,2,1,8,6,8,7,7,5,8,2
108,15,1,12,87,0,0.55,1,23,10,20,35,20,0,15,25,25,15,15,10,10,4,8,3,7,2,0,7,7,6,6,7,3,5,4
108,15,1,13,88,0,0.31,1,23,10,20,35,20,0,15,25,25,15,15,10,10,4,8,3,7,2,1,8,9,7,8,5,4,7,6
108,15,1,14,89,0,0.39,1,27,10,20,35,20,0,15,25,25,15,15,10,10,4,8,3,7,2,0,6,5,7,6,6,4,5,3
108,15,1,15,90,0,0.52,0,23,10,20,35,20,0,15,25,25,15,15,10,10,4,8,3,7,2,0,6,8,7,6,5,3,5,4
108,15,1,16,91,0,0.39,0,25,10,20,35,20,0,15,25,25,15,15,10,10,4,8,3,7,2,1,8,7,7,9,8,4,7,5
108,15,1,17,92,0,0.72,1,29,10,20,35,20,0,15,25,25,15,15,10,10,4,8,3,7,2,0,8,7,6,6,8,2,6,4
108,15,1,18,93,0,0.09,1,29,10,20,35,20,0,15,25,25,15,15,10,10,4,8,3,7,2,1,8,8,7,7,6,4,7,4
109,16,1,1,76,1,0.63,0,34,15,10,30,10,5,30,20,15,15,15,20,15,6,9,8,9,8,1,8,10,8,8,8,7,8,5
109,16,1,2,77,0,0.56,0,22,15,10,30,10,5,30,20,15,15,15,20,15,6,9,8,9,8,1,7,10,8,7,5,4,7,5
109,16,1,3,78,1,0.59,0,23,15,10,30,10,5,30,20,15,15,15,20,15,6,9,8,9,8,1,7,10,8,8,8,3,7,5
109,16,1,4,79,0,0.8,1,26,15,10,30,10,5,30,20,15,15,15,20,15,6,9,8,9,8,1,7,10,7,7,7,5,7,5
109,16,1,5,80,1,0.34,1,27,15,10,30,10,5,30,20,15,15,15,20,15,6,9,8,9,8,1,7,10,7,7,7,5,7,5
109,16,1,6,81,0,0.6,0,28,15,10,30,10,5,30,20,15,15,15,20,15,6,9,8,9,8,1,8,10,8,6,8,5,8,5
109,16,1,7,82,1,0.66,0,25,15,10,30,10,5,30,20,15,15,15,20,15,6,9,8,9,8,1,7,10,8,8,7,5,8,5
109,16,1,8,83,0,0.81,0,35,15,10,30,10,5,30,20,15,15,15,20,15,6,9,8,9,8,1,7,10,8,7,7,5,8,5
109,16,1,9,84,0,0.65,0,32,15,10,30,10,5,30,20,15,15,15,20,15,6,9,8,9,8,1,7,10,8,8,6,7,8,5
109,16,1,10,85,0,0.59,0,30,15,10,30,10,5,30,20,15,15,15,20,15,6,9,8,9,8,1,7,10,8,8,7,4,7,5
109,16,1,11,86,1,0.73,0,22,15,10,30,10,5,30,20,15,15,15,20,15,6,9,8,9,8,1,7,10,8,8,7,8,7,5
109,16,1,12,87,0,0.27,0,23,15,10,30,10,5,30,20,15,15,15,20,15,6,9,8,9,8,1,7,10,8,8,7,8,6,6
109,16,1,13,88,0,0.3,0,23,15,10,30,10,5,30,20,15,15,15,20,15,6,9,8,9,8,0,7,10,7,6,6,7,5,5
109,16,1,14,89,0,0.58,0,27,15,10,30,10,5,30,20,15,15,15,20,15,6,9,8,9,8,0,8,10,8,6,8,3,5,5
109,16,1,15,90,1,0.4,1,23,15,10,30,10,5,30,20,15,15,15,20,15,6,9,8,9,8,1,7,10,8,6,8,3,5,5
109,16,1,16,91,1,0.62,0,25,15,10,30,10,5,30,20,15,15,15,20,15,6,9,8,9,8,1,10,10,8,7,8,5,7,5
109,16,1,17,92,1,0.6,0,29,15,10,30,10,5,30,20,15,15,15,20,15,6,9,8,9,8,1,9,10,8,6,8,3,8,5
109,16,1,18,93,0,0.34,0,29,15,10,30,10,5,30,20,15,15,15,20,15,6,9,8,9,8,1,7,10,8,7,7,3,8,5
110,17,1,1,76,1,0.53,1,34,20,20,15,15,5,25,20,20,15,15,5,25,7,9,8,8,7,1,6,6,8,8,7,3,7,6
110,17,1,2,77,0,0.76,1,22,20,20,15,15,5,25,20,20,15,15,5,25,7,9,8,8,7,0,6,7,8,6,9,8,5,3
110,17,1,3,78,0,0.79,0,23,20,20,15,15,5,25,20,20,15,15,5,25,7,9,8,8,7,0,5,5,7,4,6,0,4,2
110,17,1,4,79,0,0.54,0,26,20,20,15,15,5,25,20,20,15,15,5,25,7,9,8,8,7,0,5,8,9,8,6,0,5,2
110,17,1,5,80,0,0.17,0,27,20,20,15,15,5,25,20,20,15,15,5,25,7,9,8,8,7,0,6,8,8,6,9,0,5,2
110,17,1,6,81,0,0.67,1,28,20,20,15,15,5,25,20,20,15,15,5,25,7,9,8,8,7,0,5,5,8,5,10,5,4,2
110,17,1,7,82,0,0.76,0,25,20,20,15,15,5,25,20,20,15,15,5,25,7,9,8,8,7,0,6,8,9,8,6,7,5,5
110,17,1,8,83,0,0.62,0,35,20,20,15,15,5,25,20,20,15,15,5,25,7,9,8,8,7,0,7,8,9,8,8,0,5,3
110,17,1,9,84,0,0.61,0,32,20,20,15,15,5,25,20,20,15,15,5,25,7,9,8,8,7,0,8,6,7,6,8,0,5,2
110,17,1,10,85,0,0.54,1,30,20,20,15,15,5,25,20,20,15,15,5,25,7,9,8,8,7,1,6,8,8,8,8,0,6,4
110,17,1,11,86,1,0.5,1,22,20,20,15,15,5,25,20,20,15,15,5,25,7,9,8,8,7,1,7,8,9,8,7,8,8,6
110,17,1,12,87,0,0.52,1,23,20,20,15,15,5,25,20,20,15,15,5,25,7,9,8,8,7,1,7,8,8,7,9,0,7,4
110,17,1,13,88,0,0.52,1,23,20,20,15,15,5,25,20,20,15,15,5,25,7,9,8,8,7,0,6,8,8,7,6,6,6,5
110,17,1,14,89,0,0.36,1,27,20,20,15,15,5,25,20,20,15,15,5,25,7,9,8,8,7,0,5,7,8,5,9,6,6,6
110,17,1,15,90,0,0.5,0,23,20,20,15,15,5,25,20,20,15,15,5,25,7,9,8,8,7,0,5,6,8,4,0,0,5,6
110,17,1,16,91,1,0.61,0,25,20,20,15,15,5,25,20,20,15,15,5,25,7,9,8,8,7,1,8,8,8,7,8,0,6,4
110,17,1,17,92,1,0.75,1,29,20,20,15,15,5,25,20,20,15,15,5,25,7,9,8,8,7,1,9,0,8,8,7,5,7,6
110,17,1,18,93,0,0.31,1,29,20,20,15,15,5,25,20,20,15,15,5,25,7,9,8,8,7,0,5,7,8,7,8,8,5,6
111,18,1,1,76,0,0.43,0,34,20,20,20,20,10,10,25,20,15,15,10,15,5,8,5,8,5,0,3,4,8,8,6,4,5,5
111,18,1,2,77,0,0.29,0,22,20,20,20,20,10,10,25,20,15,15,10,15,5,8,5,8,5,0,6,7,7,5,6,5,5,5
111,18,1,3,78,0,0.56,0,23,20,20,20,20,10,10,25,20,15,15,10,15,5,8,5,8,5,0,4,4,5,2,2,3,3,3
111,18,1,4,79,0,0.4,1,26,20,20,20,20,10,10,25,20,15,15,10,15,5,8,5,8,5,0,3,6,5,5,3,7,5,4
111,18,1,5,80,0,0.07,1,27,20,20,20,20,10,10,25,20,15,15,10,15,5,8,5,8,5,0,5,5,6,3,5,5,4,4
111,18,1,6,81,0,0.46,0,28,20,20,20,20,10,10,25,20,15,15,10,15,5,8,5,8,5,0,4,4,7,6,8,3,4,2
111,18,1,7,82,0,0.61,0,25,20,20,20,20,10,10,25,20,15,15,10,15,5,8,5,8,5,0,5,6,5,5,5,3,5,4
111,18,1,8,83,0,0.4,0,35,20,20,20,20,10,10,25,20,15,15,10,15,5,8,5,8,5,0,3,7,6,7,5,8,6,4
111,18,1,9,84,0,0.43,0,32,20,20,20,20,10,10,25,20,15,15,10,15,5,8,5,8,5,0,2,6,6,5,5,3,5,5
111,18,1,10,85,0,0.26,0,30,20,20,20,20,10,10,25,20,15,15,10,15,5,8,5,8,5,0,3,8,7,6,7,6,6,3
111,18,1,11,86,0,0.18,0,22,20,20,20,20,10,10,25,20,15,15,10,15,5,8,5,8,5,0,5,6,7,4,7,3,4,3
111,18,1,12,87,0,0.35,0,23,20,20,20,20,10,10,25,20,15,15,10,15,5,8,5,8,5,0,7,6,7,5,5,4,5,5
111,18,1,13,88,0,0.14,0,23,20,20,20,20,10,10,25,20,15,15,10,15,5,8,5,8,5,0,6,6,7,5,5,4,4,3
111,18,1,14,89,0,0.08,0,27,20,20,20,20,10,10,25,20,15,15,10,15,5,8,5,8,5,0,7,7,6,6,8,7,7,3
111,18,1,15,90,0,0.74,1,23,20,20,20,20,10,10,25,20,15,15,10,15,5,8,5,8,5,0,3,8,5,4,5,7,6,5
111,18,1,16,91,0,0.26,0,25,20,20,20,20,10,10,25,20,15,15,10,15,5,8,5,8,5,0,8,7,8,5,6,6,7,5
